ÀÏÀÚ,±¸ºÐ,°è,05½Ã,06½Ã,07½Ã,08½Ã,09½Ã,10½Ã,11½Ã,12½Ã,13½Ã,14½Ã,15½Ã,16½Ã,17½Ã,18½Ã,19½Ã,20½Ã,21½Ã,22½Ã,23½Ã,24½Ã,01½Ã,02½Ã,03½Ã,04½Ã
2021-04-11,ÇÏÂ÷,100166 ,412 ,1718 ,2086 ,3561 ,5432 ,5719 ,5830 ,6714 ,7320 ,7557 ,7432 ,7686 ,7627 ,6939 ,5820 ,4838 ,5064 ,4867 ,2614 ,870 ,50 ,6 ,0 ,4 
2021-04-12,½ÂÂ÷,171503 ,3434 ,9044 ,23158 ,20343 ,9058 ,6370 ,6582 ,6962 ,6762 ,6318 ,7404 ,9389 ,14333 ,18039 ,7585 ,6450 ,5401 ,3581 ,1007 ,249 ,8 ,3 ,0 ,23 
2021-04-12,ÇÏÂ÷,169800 ,938 ,5005 ,13064 ,22768 ,9616 ,5980 ,5810 ,6183 ,6560 ,6235 ,6789 ,8279 ,11956 ,20283 ,15384 ,8598 ,7110 ,5817 ,2537 ,836 ,29 ,6 ,0 ,17 
2021-04-13,½ÂÂ÷,181677 ,3391 ,8719 ,23438 ,21003 ,9105 ,6531 ,6586 ,7103 ,7460 ,6968 ,8220 ,10491 ,15602 ,18665 ,8405 ,7324 ,6440 ,4557 ,1297 ,349 ,9 ,2 ,0 ,12 
2021-04-13,ÇÏÂ÷,179887 ,889 ,5065 ,13094 ,23297 ,9652 ,5913 ,6070 ,6082 ,7350 ,6912 ,7567 ,8976 ,13348 ,21287 ,15682 ,9293 ,7845 ,7142 ,3304 ,1071 ,37 ,2 ,0 ,9 
2021-04-14,½ÂÂ÷,184407 ,3509 ,8964 ,23711 ,20883 ,9397 ,6585 ,6697 ,7251 ,7302 ,7103 ,8477 ,10663 ,16745 ,19356 ,8195 ,6882 ,6492 ,4547 ,1294 ,325 ,15 ,2 ,0 ,12 
2021-04-14,ÇÏÂ÷,182207 ,977 ,5203 ,13525 ,23291 ,9755 ,6140 ,5995 ,6353 ,7057 ,6918 ,7537 ,9141 ,13911 ,22277 ,15589 ,8947 ,7745 ,7237 ,3520 ,1049 ,37 ,0 ,0 ,3 
2021-04-15,½ÂÂ÷,184241 ,3451 ,8908 ,23197 ,21004 ,9415 ,6572 ,6676 ,6999 ,7317 ,7267 ,8327 ,10819 ,15779 ,18997 ,8656 ,7406 ,7026 ,4600 ,1442 ,344 ,8 ,5 ,0 ,26 
2021-04-15,ÇÏÂ÷,182149 ,954 ,5251 ,13211 ,23046 ,9916 ,6112 ,5900 ,6196 ,7149 ,6863 ,7605 ,9322 ,13465 ,21462 ,15904 ,9382 ,8173 ,7343 ,3553 ,1304 ,25 ,5 ,0 ,8 
2021-04-16,½ÂÂ÷,183702 ,3298 ,8576 ,22112 ,20466 ,9080 ,6398 ,6309 ,6828 ,6857 ,7161 ,8847 ,11474 ,16349 ,19709 ,8739 ,7174 ,6239 ,6055 ,1595 ,416 ,6 ,1 ,0 ,13 
2021-04-16,ÇÏÂ÷,181754 ,861 ,4965 ,12595 ,22625 ,9741 ,5745 ,5688 ,6063 ,6726 ,6818 ,7864 ,9819 ,13646 ,22121 ,15796 ,9123 ,7670 ,8158 ,4293 ,1405 ,26 ,2 ,0 ,4 
2021-04-17,½ÂÂ÷,131514 ,2441 ,3585 ,6280 ,8116 ,7425 ,7354 ,8721 ,10289 ,9355 ,8662 ,8897 ,9726 ,10522 ,7611 ,5731 ,4993 ,5306 ,4834 ,1357 ,300 ,1 ,0 ,0 ,8 
2021-04-17,ÇÏÂ÷,130366 ,694 ,3275 ,4428 ,7006 ,7013 ,6585 ,7281 ,9524 ,9163 ,8627 ,8544 ,9156 ,10111 ,9364 ,6776 ,5454 ,6031 ,6679 ,3515 ,1135 ,2 ,0 ,0 ,3 
2021-04-18,½ÂÂ÷,97168 ,1304 ,1984 ,2922 ,4682 ,5773 ,5803 ,6334 ,7222 ,7456 ,7202 ,7526 ,7480 ,7263 ,5922 ,5027 ,4516 ,4288 ,3246 ,967 ,225 ,13 ,2 ,0 ,11 
2021-04-18,ÇÏÂ÷,96665 ,413 ,1634 ,1941 ,3494 ,5190 ,5463 ,5524 ,6481 ,7074 ,7120 ,7092 ,7492 ,7218 ,6954 ,5738 ,4857 ,5039 ,4697 ,2399 ,796 ,40 ,2 ,0 ,7 
2021-04-19,½ÂÂ÷,180232 ,3710 ,9099 ,23275 ,20264 ,9003 ,6805 ,7069 ,7313 ,7514 ,7303 ,8561 ,10292 ,15122 ,18663 ,8303 ,6765 ,5740 ,3912 ,1234 ,262 ,11 ,1 ,0 ,11 
2021-04-19,ÇÏÂ÷,178011 ,972 ,5169 ,13067 ,22710 ,9594 ,6319 ,6370 ,6526 ,7275 ,7067 ,7750 ,9193 ,12758 ,21102 ,15764 ,8806 ,7432 ,6240 ,2950 ,917 ,23 ,4 ,0 ,3 
2021-04-20,½ÂÂ÷,185411 ,3601 ,9115 ,23525 ,21557 ,9505 ,7067 ,7236 ,7285 ,7718 ,7407 ,8648 ,10680 ,15465 ,18780 ,8404 ,7159 ,6301 ,4242 ,1403 ,273 ,7 ,1 ,0 ,32 
2021-04-20,ÇÏÂ÷,183464 ,913 ,5288 ,13244 ,23578 ,10258 ,6483 ,6455 ,6775 ,7423 ,7209 ,7927 ,9349 ,13418 ,21081 ,15770 ,9146 ,7904 ,6870 ,3284 ,1044 ,32 ,1 ,0 ,12 
2021-04-21,½ÂÂ÷,187248 ,3600 ,9084 ,23621 ,21416 ,9548 ,6971 ,7211 ,7442 ,7645 ,7454 ,8628 ,10823 ,16860 ,19516 ,8373 ,6851 ,5966 ,4506 ,1420 ,294 ,5 ,1 ,0 ,13 
2021-04-21,ÇÏÂ÷,185103 ,960 ,5247 ,13322 ,23738 ,10077 ,6528 ,6456 ,6615 ,7484 ,7443 ,8119 ,9516 ,13811 ,22228 ,15589 ,8894 ,7433 ,6925 ,3510 ,1173 ,29 ,2 ,0 ,4 
2021-04-22,½ÂÂ÷,184205 ,3603 ,8859 ,23208 ,21137 ,9494 ,6876 ,7195 ,7272 ,7573 ,7251 ,8415 ,10848 ,15819 ,18534 ,8313 ,7152 ,6376 ,4526 ,1395 ,335 ,5 ,0 ,0 ,19 
2021-04-22,ÇÏÂ÷,182020 ,962 ,5187 ,13081 ,23192 ,10066 ,6275 ,6280 ,6477 ,7303 ,7142 ,7928 ,9287 ,13475 ,21063 ,15130 ,9187 ,7859 ,7198 ,3704 ,1189 ,28 ,0 ,0 ,7 
2021-04-23,½ÂÂ÷,190435 ,3489 ,8552 ,22396 ,20534 ,9422 ,7021 ,7195 ,7784 ,7929 ,8232 ,9459 ,11788 ,17078 ,19817 ,8760 ,7053 ,6199 ,5558 ,1699 ,439 ,11 ,6 ,0 ,14 
2021-04-23,ÇÏÂ÷,188568 ,943 ,5057 ,12687 ,22567 ,9965 ,6378 ,6498 ,6920 ,7800 ,7770 ,8845 ,10255 ,14214 ,22050 ,16228 ,8853 ,7448 ,8098 ,4394 ,1548 ,40 ,6 ,0 ,4 
2021-04-24,½ÂÂ÷,134607 ,2380 ,3683 ,5895 ,7633 ,7766 ,7895 ,9216 ,9839 ,9845 ,9277 ,9293 ,10169 ,10306 ,7968 ,5870 ,5268 ,5277 ,5109 ,1513 ,393 ,0 ,0 ,0 ,12 
2021-04-24,ÇÏÂ÷,133922 ,686 ,3252 ,4250 ,6324 ,7073 ,6972 ,7848 ,9067 ,9085 ,9290 ,8965 ,9660 ,10587 ,9608 ,7177 ,5785 ,6137 ,6917 ,3808 ,1414 ,3 ,0 ,0 ,14 
2021-04-25,½ÂÂ÷,99133 ,1398 ,2089 ,3168 ,4690 ,5699 ,5908 ,6494 ,7564 ,7563 ,7596 ,7527 ,7800 ,7111 ,5904 ,4958 ,4508 ,4393 ,3380 ,1099 ,259 ,11 ,1 ,0 ,13 
2021-04-25,ÇÏÂ÷,98731 ,442 ,1722 ,2141 ,3514 ,5150 ,5499 ,5519 ,6489 ,7030 ,7435 ,7369 ,7806 ,7679 ,6741 ,5709 ,4989 ,5050 ,4964 ,2491 ,932 ,49 ,4 ,0 ,7 
2021-04-26,½ÂÂ÷,183164 ,3829 ,9374 ,23510 ,20230 ,9455 ,6999 ,7257 ,7729 ,7683 ,7346 ,8526 ,10565 ,15113 ,18743 ,8579 ,6852 ,5869 ,3933 ,1234 ,295 ,14 ,1 ,0 ,28 
2021-04-26,ÇÏÂ÷,180857 ,1029 ,5328 ,13183 ,22716 ,9748 ,6482 ,6401 ,6974 ,7413 ,7130 ,7966 ,9477 ,12739 ,21118 ,15995 ,9175 ,7438 ,6275 ,3148 ,1078 ,30 ,0 ,0 ,14 
2021-04-27,½ÂÂ÷,183903 ,3690 ,9087 ,23238 ,20957 ,9402 ,7011 ,7190 ,7751 ,7607 ,7297 ,8558 ,10641 ,15400 ,18852 ,8007 ,7194 ,6043 ,4386 ,1267 ,299 ,8 ,2 ,0 ,16 
2021-04-27,ÇÏÂ÷,181755 ,925 ,5354 ,13126 ,22947 ,9990 ,6280 ,6309 ,7016 ,7588 ,7319 ,8181 ,9325 ,13211 ,21396 ,15346 ,8852 ,7503 ,6722 ,3301 ,1036 ,21 ,1 ,0 ,6 
2021-04-28,½ÂÂ÷,186939 ,3675 ,9010 ,23280 ,20658 ,9307 ,6626 ,7125 ,7792 ,7964 ,7608 ,8690 ,10998 ,16369 ,19553 ,8346 ,6898 ,6521 ,4708 ,1420 ,365 ,9 ,0 ,0 ,17 
2021-04-28,ÇÏÂ÷,184826 ,995 ,5302 ,13083 ,23075 ,9889 ,6132 ,6186 ,6989 ,7716 ,7277 ,8164 ,9544 ,13604 ,22124 ,15820 ,9022 ,7486 ,7435 ,3701 ,1242 ,27 ,0 ,0 ,13 
2021-04-29,½ÂÂ÷,186032 ,3573 ,8994 ,23160 ,20808 ,9289 ,6567 ,6857 ,7514 ,7708 ,7289 ,8774 ,11025 ,15668 ,19351 ,8659 ,7112 ,6993 ,5063 ,1301 ,305 ,5 ,0 ,0 ,17 
2021-04-29,ÇÏÂ÷,183741 ,929 ,5283 ,12996 ,22914 ,9976 ,5865 ,6061 ,6833 ,7564 ,7191 ,7990 ,9409 ,13741 ,21638 ,15567 ,9131 ,7984 ,7779 ,3690 ,1172 ,18 ,0 ,0 ,10 
2021-04-30,½ÂÂ÷,192969 ,3354 ,8539 ,22076 ,20473 ,9226 ,6689 ,7187 ,8297 ,8439 ,8156 ,10055 ,12268 ,16987 ,20109 ,9071 ,7389 ,6553 ,5802 ,1804 ,469 ,8 ,1 ,0 ,17 
2021-04-30,ÇÏÂ÷,191102 ,901 ,4899 ,12430 ,22371 ,10036 ,6135 ,6441 ,7277 ,8417 ,7782 ,9042 ,10652 ,14458 ,22285 ,15942 ,9273 ,8064 ,8528 ,4523 ,1583 ,55 ,4 ,0 ,4 
2021-05-01,½ÂÂ÷,126652 ,1750 ,2743 ,4514 ,6794 ,7321 ,7743 ,8888 ,9351 ,9831 ,9676 ,9533 ,9229 ,9117 ,6811 ,5789 ,5313 ,5477 ,5166 ,1270 ,321 ,0 ,0 ,0 ,15 
2021-05-01,ÇÏÂ÷,125355 ,513 ,2211 ,3066 ,5117 ,6522 ,6736 ,7526 ,8468 ,9162 ,9582 ,9360 ,9351 ,9457 ,8251 ,6626 ,5718 ,6110 ,6938 ,3491 ,1138 ,4 ,0 ,0 ,8 
2021-05-02,½ÂÂ÷,103733 ,1322 ,1987 ,2992 ,4616 ,5780 ,6077 ,6662 ,7817 ,7891 ,8025 ,8291 ,8168 ,7480 ,6331 ,5320 ,4978 ,4900 ,3626 ,1116 ,313 ,24 ,5 ,0 ,12 
2021-05-02,ÇÏÂ÷,103311 ,435 ,1583 ,2073 ,3425 ,5152 ,5446 ,5676 ,6773 ,7570 ,7924 ,7844 ,8032 ,8154 ,7056 ,6086 ,5274 ,5722 ,5389 ,2652 ,979 ,57 ,4 ,0 ,5 
2021-05-03,½ÂÂ÷,185716 ,3724 ,9179 ,22989 ,20268 ,9458 ,6925 ,7550 ,7940 ,7924 ,7653 ,8934 ,10775 ,15361 ,18808 ,8684 ,7379 ,6217 ,4317 ,1279 ,323 ,7 ,1 ,0 ,21 
2021-05-03,ÇÏÂ÷,183904 ,1024 ,5251 ,12923 ,22725 ,9947 ,6429 ,6558 ,7049 ,7656 ,7550 ,8371 ,9618 ,12942 ,21265 ,15879 ,9453 ,7888 ,6943 ,3255 ,1136 ,31 ,0 ,0 ,11 
2021-05-04,½ÂÂ÷,178577 ,3410 ,8539 ,22421 ,20731 ,9023 ,6241 ,6629 ,7150 ,7334 ,6744 ,7644 ,9813 ,15117 ,18906 ,8449 ,6984 ,6211 ,5555 ,1330 ,321 ,9 ,2 ,0 ,14 
2021-05-04,ÇÏÂ÷,176644 ,939 ,4975 ,12707 ,22665 ,9600 ,5656 ,5603 ,6473 ,7244 ,6711 ,7251 ,8435 ,12434 ,20563 ,15844 ,8974 ,7364 ,8187 ,3826 ,1148 ,34 ,4 ,0 ,7 
2021-05-05,½ÂÂ÷,122155 ,2213 ,2989 ,4565 ,5674 ,6371 ,6614 ,7771 ,8366 ,8846 ,8598 ,8950 ,9579 ,9990 ,8308 ,6112 ,5831 ,5659 ,4253 ,1156 ,281 ,6 ,4 ,0 ,19 
2021-05-05,ÇÏÂ÷,121039 ,660 ,2857 ,3619 ,4805 ,5614 ,5873 ,6553 ,7606 ,7922 ,8481 ,8534 ,9144 ,9892 ,9479 ,7204 ,6189 ,6279 ,6128 ,3126 ,1034 ,32 ,2 ,0 ,6 
2021-05-06,½ÂÂ÷,190021 ,3779 ,8923 ,22636 ,20298 ,9672 ,7320 ,7480 ,8010 ,8287 ,8223 ,9209 ,11442 ,15926 ,18855 ,8831 ,7841 ,6555 ,4849 ,1461 ,385 ,12 ,1 ,0 ,26 
2021-05-06,ÇÏÂ÷,187419 ,1002 ,5293 ,12906 ,22514 ,10335 ,6540 ,6658 ,7118 ,7959 ,7852 ,8452 ,9939 ,13367 ,21237 ,15623 ,9649 ,8180 ,7616 ,3824 ,1284 ,44 ,4 ,0 ,23 
2021-05-07,½ÂÂ÷,191327 ,3623 ,8643 ,21853 ,20257 ,8872 ,6468 ,6760 ,7764 ,7982 ,8287 ,9575 ,12044 ,16907 ,20598 ,9278 ,7591 ,6628 ,6044 ,1711 ,410 ,11 ,2 ,0 ,19 
2021-05-07,ÇÏÂ÷,189563 ,963 ,5111 ,12523 ,22252 ,9801 ,5662 ,6085 ,6752 ,7749 ,7905 ,8756 ,10573 ,13941 ,22796 ,16487 ,9744 ,7909 ,8628 ,4405 ,1453 ,61 ,1 ,0 ,6 
2021-05-08,½ÂÂ÷,124862 ,2495 ,3471 ,5718 ,7433 ,7267 ,7272 ,8313 ,8885 ,8884 ,8505 ,9017 ,9816 ,9858 ,7205 ,5324 ,5223 ,4686 ,3919 ,1223 ,328 ,0 ,0 ,0 ,20 
2021-05-08,ÇÏÂ÷,124507 ,722 ,3236 ,4111 ,6227 ,6904 ,6563 ,7228 ,8517 ,8437 ,8825 ,8583 ,9721 ,10263 ,8972 ,6417 ,5250 ,5244 ,5415 ,2842 ,1021 ,4 ,0 ,0 ,5 
2021-05-09,½ÂÂ÷,105318 ,1368 ,1987 ,2963 ,4724 ,5934 ,6068 ,6638 ,7790 ,7812 ,7818 ,8252 ,8284 ,7946 ,6640 ,5430 ,5149 ,5273 ,3759 ,1150 ,300 ,15 ,3 ,0 ,15 
2021-05-09,ÇÏÂ÷,104245 ,422 ,1721 ,2032 ,3518 ,5268 ,5593 ,5809 ,6996 ,7688 ,7681 ,7763 ,8149 ,8152 ,7275 ,6160 ,5314 ,5689 ,5381 ,2648 ,928 ,51 ,2 ,0 ,5 
2021-05-10,½ÂÂ÷,177383 ,3550 ,9001 ,23170 ,20204 ,9116 ,6337 ,6481 ,6846 ,6741 ,6653 ,8256 ,10047 ,14923 ,18816 ,8313 ,6909 ,6191 ,4193 ,1314 ,296 ,10 ,1 ,0 ,15 
2021-05-10,ÇÏÂ÷,175166 ,961 ,5074 ,12975 ,22593 ,9777 ,6040 ,5843 ,6098 ,6524 ,6387 ,7511 ,8829 ,12472 ,20820 ,15888 ,8912 ,7594 ,6586 ,3189 ,1044 ,41 ,2 ,0 ,6 
2021-05-11,½ÂÂ÷,190363 ,3758 ,9267 ,23549 ,21291 ,9915 ,7124 ,7285 ,7744 ,7820 ,7712 ,8936 ,11012 ,16114 ,19066 ,8702 ,7597 ,6850 ,4766 ,1510 ,326 ,4 ,0 ,0 ,15 
2021-05-11,ÇÏÂ÷,188321 ,997 ,5368 ,13501 ,23343 ,10449 ,6532 ,6470 ,6895 ,7706 ,7432 ,8222 ,9607 ,13550 ,21651 ,15975 ,9548 ,8272 ,7712 ,3759 ,1289 ,38 ,1 ,0 ,4 
2021-05-12,½ÂÂ÷,190297 ,3716 ,9067 ,23639 ,21415 ,9579 ,6927 ,6948 ,7695 ,7891 ,7313 ,9003 ,11170 ,17159 ,19830 ,8570 ,7084 ,6508 ,4909 ,1498 ,360 ,7 ,0 ,0 ,9 
2021-05-12,ÇÏÂ÷,188075 ,999 ,5302 ,13327 ,23871 ,10003 ,6528 ,6205 ,6768 ,7624 ,7113 ,8190 ,9859 ,13984 ,22573 ,15935 ,9170 ,7924 ,7503 ,3892 ,1267 ,35 ,0 ,0 ,3 
2021-05-13,½ÂÂ÷,189619 ,3789 ,8976 ,23327 ,21274 ,9657 ,7210 ,7151 ,7355 ,7601 ,7319 ,8761 ,11134 ,16231 ,19338 ,9016 ,7543 ,6851 ,5047 ,1634 ,376 ,15 ,0 ,0 ,14 
2021-05-13,ÇÏÂ÷,188104 ,1003 ,5433 ,13289 ,23399 ,10333 ,6485 ,6513 ,6740 ,7384 ,7196 ,7987 ,9641 ,13720 ,21797 ,16056 ,9610 ,8267 ,7849 ,4071 ,1288 ,40 ,0 ,0 ,3 
2021-05-14,½ÂÂ÷,199296 ,3704 ,8827 ,22592 ,20923 ,9782 ,7156 ,7591 ,8136 ,8184 ,8563 ,9941 ,12324 ,17945 ,20445 ,9192 ,7674 ,6892 ,7082 ,1881 ,440 ,5 ,2 ,0 ,15 
2021-05-14,ÇÏÂ÷,197823 ,1030 ,5268 ,12915 ,22841 ,10395 ,6491 ,6893 ,7434 ,7951 ,8080 ,9273 ,10631 ,15049 ,23270 ,16620 ,9470 ,8381 ,9252 ,4868 ,1665 ,37 ,2 ,0 ,7 
2021-05-15,½ÂÂ÷,131984 ,2476 ,3549 ,6234 ,7811 ,7697 ,7844 ,9346 ,10175 ,9536 ,8632 ,8618 ,9697 ,10260 ,7309 ,5339 ,5110 ,5557 ,5169 ,1284 ,327 ,0 ,0 ,0 ,14 
2021-05-15,ÇÏÂ÷,131143 ,722 ,3226 ,4541 ,6665 ,7224 ,6665 ,7820 ,9362 ,8736 ,8964 ,8478 ,9416 ,10398 ,8978 ,6571 ,5319 ,6341 ,7072 ,3460 ,1178 ,2 ,0 ,0 ,5 
2021-05-16,½ÂÂ÷,81905 ,1182 ,1760 ,2515 ,3866 ,4733 ,4731 ,5141 ,6130 ,5950 ,5942 ,6075 ,6298 ,5809 ,5082 ,4162 ,4102 ,4050 ,3226 ,880 ,231 ,21 ,3 ,0 ,16 
2021-05-16,ÇÏÂ÷,81532 ,360 ,1408 ,1689 ,2850 ,4079 ,4157 ,4543 ,5436 ,5784 ,5839 ,5935 ,6341 ,6057 ,5754 ,4867 ,4179 ,4610 ,4545 ,2283 ,754 ,57 ,1 ,0 ,4 
2021-05-17,½ÂÂ÷,178663 ,3647 ,8936 ,22935 ,20197 ,9120 ,6512 ,6708 ,6979 ,7047 ,6915 ,8156 ,10134 ,14782 ,18474 ,8261 ,7126 ,6292 ,4699 ,1409 ,299 ,18 ,0 ,0 ,17 
2021-05-17,ÇÏÂ÷,176607 ,940 ,5041 ,12827 ,22724 ,9657 ,5990 ,5860 ,6088 ,6998 ,6770 ,7480 ,8876 ,12771 ,20602 ,15904 ,8857 ,7698 ,6929 ,3443 ,1109 ,34 ,1 ,0 ,8 
2021-05-18,½ÂÂ÷,196457 ,3785 ,9007 ,22959 ,21248 ,9891 ,7329 ,7670 ,8218 ,8078 ,8093 ,9217 ,11565 ,16255 ,20210 ,9336 ,8033 ,7079 ,6100 ,1861 ,499 ,12 ,0 ,0 ,12 
2021-05-18,ÇÏÂ÷,194321 ,1018 ,5206 ,12995 ,23155 ,10673 ,6687 ,6598 ,7276 ,7814 ,7954 ,8491 ,9999 ,13954 ,21955 ,16757 ,9897 ,8368 ,9116 ,4700 ,1656 ,48 ,0 ,0 ,4 
2021-05-19,½ÂÂ÷,126794 ,2495 ,3415 ,5155 ,6393 ,7260 ,7253 ,8302 ,8843 ,8756 ,8614 ,8943 ,9527 ,10046 ,8337 ,5994 ,5726 ,5534 ,4432 ,1425 ,322 ,8 ,3 ,0 ,11 
2021-05-19,ÇÏÂ÷,125836 ,754 ,3106 ,4093 ,5374 ,6252 ,6488 ,7013 ,8054 ,8132 ,8468 ,8323 ,9167 ,9705 ,9653 ,7365 ,6194 ,6436 ,6575 ,3479 ,1158 ,36 ,4 ,0 ,7 
2021-05-20,½ÂÂ÷,181881 ,3807 ,8854 ,22821 ,20584 ,9330 ,6556 ,6824 ,7292 ,7391 ,7315 ,8314 ,10817 ,15447 ,18373 ,8209 ,7355 ,6358 ,4574 ,1323 ,297 ,12 ,0 ,0 ,28 
2021-05-20,ÇÏÂ÷,179850 ,1025 ,5283 ,12884 ,22836 ,9926 ,6062 ,6103 ,6433 ,7193 ,7042 ,7735 ,9273 ,13389 ,20798 ,14953 ,9150 ,7939 ,7274 ,3440 ,1071 ,26 ,0 ,0 ,15 
2021-05-21,½ÂÂ÷,191055 ,3494 ,8467 ,22103 ,20723 ,9346 ,6639 ,6787 ,7693 ,7614 ,8024 ,9343 ,12066 ,16694 ,19752 ,8898 ,7632 ,6943 ,6466 ,1897 ,451 ,9 ,2 ,0 ,12 
2021-05-21,ÇÏÂ÷,189635 ,939 ,5048 ,12510 ,22747 ,10271 ,6036 ,5949 ,6765 ,7480 ,7559 ,8744 ,10375 ,14331 ,22262 ,15918 ,9481 ,8207 ,8609 ,4756 ,1596 ,44 ,3 ,0 ,5 
2021-05-22,½ÂÂ÷,144873 ,2672 ,3690 ,6175 ,7991 ,8391 ,8336 ,9193 ,10561 ,10568 ,10020 ,10386 ,11192 ,10993 ,8661 ,6286 ,6219 ,6151 ,5404 ,1572 ,394 ,0 ,0 ,0 ,18 
2021-05-22,ÇÏÂ÷,143752 ,772 ,3419 ,4327 ,6780 ,7479 ,7290 ,8329 ,9518 ,9967 ,9957 ,9909 ,11000 ,11055 ,10282 ,7765 ,6398 ,6637 ,7358 ,4083 ,1414 ,10 ,0 ,0 ,3 
2021-05-23,½ÂÂ÷,102116 ,1492 ,2069 ,3001 ,4863 ,5768 ,6126 ,6725 ,7632 ,7875 ,7484 ,7987 ,7752 ,7772 ,6276 ,4966 ,4813 ,4642 ,3456 ,1122 ,263 ,18 ,3 ,0 ,11 
2021-05-23,ÇÏÂ÷,102027 ,451 ,1831 ,2073 ,3754 ,5263 ,5774 ,5747 ,6873 ,7510 ,7565 ,7441 ,7769 ,7901 ,7116 ,5777 ,5153 ,5418 ,5068 ,2578 ,904 ,50 ,7 ,0 ,4 
2021-05-24,½ÂÂ÷,185248 ,3878 ,9156 ,23203 ,20446 ,9191 ,7022 ,7236 ,7414 ,7593 ,7298 ,8744 ,10785 ,15506 ,19292 ,8913 ,7345 ,6103 ,4247 ,1495 ,353 ,12 ,0 ,0 ,16 
2021-05-24,ÇÏÂ÷,183010 ,1047 ,5256 ,13273 ,23168 ,10106 ,6389 ,6477 ,6685 ,7340 ,6991 ,8078 ,9494 ,13205 ,21107 ,16247 ,9197 ,7668 ,6633 ,3415 ,1186 ,41 ,2 ,0 ,5 
2021-05-25,½ÂÂ÷,184071 ,3591 ,8688 ,22836 ,21265 ,9443 ,6668 ,6877 ,7516 ,7591 ,7347 ,8269 ,10680 ,15408 ,18970 ,8508 ,7481 ,6499 ,4621 ,1429 ,343 ,17 ,5 ,0 ,19 
2021-05-25,ÇÏÂ÷,182076 ,958 ,5043 ,12772 ,23318 ,10172 ,6170 ,6133 ,6562 ,7521 ,7046 ,7762 ,9072 ,13186 ,21301 ,15583 ,9287 ,8016 ,7377 ,3575 ,1164 ,48 ,3 ,0 ,7 
2021-05-26,½ÂÂ÷,189039 ,3811 ,8990 ,23333 ,21047 ,9700 ,6937 ,7288 ,7852 ,7787 ,7602 ,9030 ,11112 ,16967 ,19496 ,8184 ,6712 ,6351 ,4948 ,1479 ,386 ,10 ,3 ,0 ,14 
2021-05-26,ÇÏÂ÷,186815 ,1084 ,5321 ,13344 ,23647 ,10223 ,6612 ,6376 ,6811 ,7490 ,7431 ,8151 ,9643 ,13968 ,22113 ,15695 ,8797 ,7576 ,7424 ,3764 ,1305 ,28 ,4 ,0 ,8 
2021-05-27,½ÂÂ÷,178756 ,3541 ,8366 ,22579 ,20585 ,8949 ,6051 ,6150 ,6724 ,6784 ,6729 ,7989 ,10722 ,15473 ,18697 ,8605 ,7287 ,6522 ,5095 ,1532 ,347 ,10 ,4 ,0 ,15 
2021-05-27,ÇÏÂ÷,176696 ,961 ,5076 ,12669 ,22865 ,9799 ,5485 ,5389 ,5858 ,6590 ,6517 ,7387 ,8931 ,13133 ,20711 ,15193 ,9313 ,7837 ,7701 ,3954 ,1272 ,45 ,0 ,0 ,10 
2021-05-28,½ÂÂ÷,184315 ,3202 ,8096 ,21464 ,19902 ,8707 ,5901 ,6366 ,7196 ,7589 ,7474 ,9532 ,11803 ,16737 ,19813 ,8696 ,7196 ,6360 ,5985 ,1813 ,446 ,14 ,3 ,0 ,20 
2021-05-28,ÇÏÂ÷,182401 ,859 ,4635 ,11937 ,22235 ,9592 ,5462 ,5591 ,6319 ,7403 ,7333 ,8249 ,10206 ,13781 ,21907 ,15721 ,8727 ,7717 ,8525 ,4557 ,1601 ,33 ,3 ,0 ,8 
2021-05-29,½ÂÂ÷,134249 ,2686 ,3677 ,5956 ,7904 ,8019 ,8020 ,9151 ,9906 ,9671 ,9118 ,9382 ,10172 ,9844 ,7568 ,5573 ,5078 ,5494 ,5073 ,1554 ,390 ,1 ,0 ,0 ,12 
2021-05-29,ÇÏÂ÷,133329 ,716 ,3369 ,4254 ,6557 ,7365 ,7051 ,7810 ,8997 ,9161 ,9181 ,8664 ,10122 ,10236 ,9330 ,6930 ,5548 ,5815 ,7029 ,3796 ,1387 ,6 ,0 ,0 ,5 
2021-05-30,½ÂÂ÷,100805 ,1469 ,2087 ,3040 ,4713 ,5841 ,6008 ,6512 ,7281 ,7728 ,7479 ,7738 ,7918 ,7713 ,6994 ,4821 ,4327 ,4388 ,3553 ,958 ,201 ,10 ,7 ,0 ,19 
2021-05-30,ÇÏÂ÷,100340 ,429 ,1814 ,2061 ,3652 ,5227 ,5610 ,5753 ,6544 ,7213 ,7314 ,7646 ,7877 ,7803 ,7594 ,6105 ,4743 ,4985 ,4789 ,2377 ,743 ,50 ,2 ,0 ,9 
2021-05-31,½ÂÂ÷,179528 ,3692 ,8918 ,22736 ,20014 ,9050 ,6529 ,6695 ,7175 ,7234 ,7077 ,8530 ,10511 ,15288 ,19040 ,8339 ,6926 ,5795 ,4125 ,1434 ,399 ,7 ,0 ,0 ,14 
2021-05-31,ÇÏÂ÷,177042 ,967 ,5191 ,12937 ,22456 ,9779 ,6090 ,5950 ,6389 ,6955 ,6852 ,7699 ,9193 ,12898 ,20700 ,15724 ,9001 ,7388 ,6467 ,3164 ,1212 ,25 ,0 ,0 ,5 
